accommodates,bedrooms,beds,bathrooms,room_type,property_type,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,number_of_reviews,reviews_per_month,latitude,longitude,location,price_clean,has_reviews
2,1,1,1.0,Entire home/apt,Entire condo,4.76,4.76,4.95,4.67,21,0.47,40.4037,-3.70132,Madrid,77,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.74,4.76,4.68,4.69,72,1.6,40.3949,-3.7109,Madrid,173,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.57,4.65,4.65,4.61,23,0.53,40.39473,-3.71166,Madrid,167,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.62,4.64,4.6,4.56,50,1.12,40.39491,-3.71208,Madrid,163,1
2,1,1,1.5,Entire home/apt,Entire rental unit,4.74,4.84,4.93,4.63,409,9.21,40.42264,-3.70052,Madrid,104,1
6,4,6,3.0,Entire home/apt,Entire rental unit,4.78,4.86,4.94,4.69,115,2.66,40.41837,-3.70857,Madrid,378,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.5,4.5,5.0,4.5,2,0.13,40.42565,-3.6825,Madrid,151,1
1,0,1,1.0,Entire home/apt,Entire rental unit,4.84,4.91,4.53,4.74,58,1.34,40.40907,-3.70094,Madrid,53,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.81,4.68,4.7,4.6,53,1.19,40.48637771606445,-3.690110921859741,Madrid,93,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.65,4.79,4.68,4.61,109,2.42,40.40988,-3.70556,Madrid,116,1
4,2,5,1.0,Entire home/apt,Entire condo,4.85,4.89,4.82,4.84,39,0.86,40.43283081054688,-3.644969940185547,Madrid,182,1
2,1,2,1.0,Private room,Private room in rental unit,4.95,4.95,4.97,4.84,148,3.29,40.43717,-3.68503,Madrid,72,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.72,4.77,4.58,4.46,99,2.45,40.4595,-3.69907,Madrid,80,1
4,2,3,1.0,Entire home/apt,Entire rental unit,4.5,4.25,4.0,3.75,4,0.1,40.44178,-3.67961,Madrid,95,1
4,2,2,2.0,Entire home/apt,Entire rental unit,4.81,4.88,4.74,4.72,99,2.29,40.40333,-3.67407,Madrid,148,1
3,1,1,1.0,Entire home/apt,Entire rental unit,4.53,4.68,4.68,4.55,38,0.85,40.41059,-3.70547,Madrid,108,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.5,4.0,5.0,4.5,2,0.08,40.42229,-3.70714,Madrid,65,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.73,4.82,4.96,4.76,397,9.0,40.41549,-3.71129,Madrid,61,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.64,4.75,4.67,4.61,36,0.82,40.39471,-3.71238,Madrid,152,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.56,4.64,4.67,4.51,39,0.88,40.39507,-3.71101,Madrid,159,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.66,4.73,4.65,4.59,85,1.92,40.39475,-3.7125,Madrid,185,1
6,2,4,2.0,Entire home/apt,Entire rental unit,4.61,4.64,4.59,4.52,44,0.99,40.3969,-3.71237,Madrid,139,1
7,3,5,2.0,Entire home/apt,Entire rental unit,4.52,4.52,4.52,4.36,58,1.31,40.39706,-3.71256,Madrid,180,1
7,3,5,2.0,Entire home/apt,Entire rental unit,4.66,4.8,4.69,4.64,74,1.86,40.39625,-3.71037,Madrid,180,1
2,1,1,1.0,Private room,Private room in rental unit,4.73,4.46,4.93,4.69,59,1.34,40.42199,-3.69982,Madrid,64,1
1,1,1,1.0,Private room,Private room in rental unit,4.82,4.76,4.9,4.87,189,4.28,40.42243,-3.6999,Madrid,41,1
2,1,1,1.0,Private room,Private room in rental unit,4.74,4.51,4.63,4.65,57,1.3,40.40866,-3.65928,Madrid,60,1
4,2,2,2.0,Entire home/apt,Entire rental unit,5.0,4.0,5.0,5.0,1,0.03,40.414944,-3.7011887,Madrid,205,1
9,4,7,3.0,Entire home/apt,Entire rental unit,4.69,4.79,4.82,4.61,109,2.52,40.41846,-3.69899,Madrid,496,1
9,4,7,3.5,Entire home/apt,Entire rental unit,4.65,4.84,4.65,4.57,63,1.47,40.41847,-3.6974,Madrid,382,1
9,4,7,3.0,Entire home/apt,Entire rental unit,4.6,4.78,4.8,4.59,65,1.54,40.41723,-3.69703,Madrid,446,1
9,4,7,3.5,Entire home/apt,Entire rental unit,4.62,4.82,4.69,4.54,85,1.98,40.41645,-3.69718,Madrid,413,1
9,4,7,3.5,Entire home/apt,Entire rental unit,4.71,4.81,4.89,4.69,70,1.68,40.41633,-3.6984,Madrid,475,1
5,3,3,1.0,Entire home/apt,Entire rental unit,4.3,4.25,4.35,4.2,20,0.47,40.39111892335632,-3.740770136146149,Madrid,142,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.63,4.75,4.95,4.61,232,5.46,40.41499,-3.69952,Madrid,115,1
4,0,2,1.0,Entire home/apt,Entire rental unit,4.73,4.69,4.95,4.68,85,1.91,40.422943115234375,-3.690500974655152,Madrid,114,1
7,4,4,4.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43598,-3.70022,Madrid,276,0
5,3,3,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.42843002957461,-3.69930958809913,Madrid,185,0
6,3,3,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.42717,-3.70124,Madrid,157,0
4,2,2,2.0,Entire home/apt,Entire rental unit,4.5,5.0,4.67,4.17,6,0.14,40.43519053744058,-3.681886429069357,Madrid,172,1
4,2,2,2.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,4,0.09,40.43195,-3.70095,Madrid,139,1
6,3,3,3.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43475,-3.6987,Madrid,374,0
2,1,1,1.0,Entire home/apt,Entire rental unit,4.57,4.63,4.91,4.33,46,1.04,40.42254,-3.71116,Madrid,187,1
4,1,2,1.0,Entire home/apt,Entire serviced apartment,4.82,4.74,4.87,4.66,187,4.21,40.40992,-3.71146,Madrid,197,1
6,2,3,2.0,Entire home/apt,Entire serviced apartment,4.87,4.83,4.93,4.79,201,4.56,40.4091,-3.70974,Madrid,246,1
6,2,3,1.0,Entire home/apt,Entire serviced apartment,4.85,4.84,4.89,4.76,201,4.55,40.40838,-3.70964,Madrid,200,1
4,0,2,1.0,Entire home/apt,Entire serviced apartment,4.71,4.68,4.84,4.62,193,4.35,40.40894,-3.70961,Madrid,140,1
4,1,2,1.0,Entire home/apt,Entire loft,4.61,4.89,4.42,4.58,38,0.85,40.38737,-3.69914,Madrid,103,1
2,0,1,1.0,Entire home/apt,Entire serviced apartment,4.87,4.76,4.98,4.78,54,1.29,40.41434860229492,-3.706385374069214,Madrid,214,1
3,0,2,1.0,Entire home/apt,Tiny home,3.89,3.89,5.0,3.89,9,0.21,40.41623,-3.70204,Madrid,99,1
6,2,3,2.0,Entire home/apt,Entire rental unit,4.61,4.78,4.88,4.38,95,2.18,40.41258,-3.70754,Madrid,160,1
5,2,4,1.0,Entire home/apt,Entire rental unit,4.79,4.79,4.68,4.79,276,6.42,40.41177,-3.70317,Madrid,127,1
2,1,1,1.0,Private room,Private room in rental unit,4.64,4.47,4.91,4.3,47,1.46,40.40847,-3.71059,Madrid,60,1
2,1,2,1.0,Entire home/apt,Entire condo,4.81,4.83,4.8,4.58,99,2.62,40.42568,-3.70266,Madrid,121,1
4,1,2,1.0,Entire home/apt,Entire loft,4.74,4.85,4.57,4.51,144,3.27,40.43637,-3.64291,Madrid,97,1
6,2,4,1.5,Entire home/apt,Entire rental unit,4.87,4.86,4.8,4.78,76,1.75,40.40795,-3.7169,Madrid,157,1
4,1,2,1.0,Entire home/apt,Entire loft,4.7,4.89,4.58,4.55,115,2.59,40.43624,-3.64381,Madrid,80,1
5,2,3,1.0,Entire home/apt,Entire rental unit,4.59,4.53,4.61,4.49,108,2.45,40.44979,-3.69947,Madrid,181,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.81,4.79,4.81,4.74,47,1.1,40.40947,-3.69683,Madrid,152,1
2,0,1,0.0,Private room,Private room in hostel,4.89,4.89,5.0,4.67,9,0.21,40.417469,-3.708444,Madrid,180,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.53,4.37,4.68,4.26,19,0.44,40.46614,-3.64723,Madrid,84,1
6,1,1,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.40969,-3.70527,Madrid,259,0
4,1,2,1.0,Entire home/apt,Entire rental unit,4.89,4.95,4.92,4.79,177,4.03,40.4189,-3.70411,Madrid,223,1
4,2,1,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41276,-3.70512,Madrid,200,0
3,2,2,1.0,Private room,Private room in condo,4.96,4.95,4.82,4.88,99,2.24,40.49825,-3.65132,Madrid,44,1
4,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.42619,-3.66681,Madrid,350,0
6,2,3,2.0,Entire home/apt,Entire rental unit,4.77,4.77,4.91,4.7,70,1.61,40.40567,-3.69307,Madrid,162,1
6,3,5,2.0,Entire home/apt,Entire rental unit,4.72,4.77,4.87,4.63,137,3.12,40.40761,-3.6925,Madrid,164,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.82,4.91,4.27,4.73,11,0.25,40.392971,-3.665774,Madrid,50,1
5,2,4,1.5,Entire home/apt,Entire rental unit,4.75,4.61,4.87,4.52,71,1.63,40.42606,-3.71545,Madrid,155,1
2,1,1,1.0,Entire home/apt,Entire serviced apartment,4.55,4.73,4.88,4.36,133,2.89,40.4186044,-3.707305,Madrid,199,1
3,1,2,1.0,Entire home/apt,Entire serviced apartment,4.73,4.93,4.9,4.83,30,0.75,40.4186044,-3.707305,Madrid,280,1
4,1,2,1.0,Entire home/apt,Entire serviced apartment,4.25,4.52,4.67,4.08,48,1.04,40.4186044,-3.707305,Madrid,259,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.56,4.59,4.93,4.52,155,3.37,40.41521,-3.70206,Madrid,110,1
2,1,1,1.0,Entire home/apt,Entire serviced apartment,5.0,5.0,5.0,5.0,2,0.59,40.460503,-3.694755,Madrid,90,1
4,2,3,2.0,Entire home/apt,Entire serviced apartment,0.0,0.0,0.0,0.0,0,0.0,40.460503,-3.694755,Madrid,114,0
2,1,1,1.0,Private room,Private room in rental unit,4.49,4.6,4.79,4.51,47,1.05,40.42404,-3.70381,Madrid,50,1
2,1,1,1.0,Private room,Private room in rental unit,4.52,4.43,4.79,4.38,42,0.94,40.4245,-3.70461,Madrid,50,1
4,2,2,2.0,Entire home/apt,Entire serviced apartment,0.0,0.0,0.0,0.0,0,0.0,40.460503,-3.694755,Madrid,142,0
2,1,1,1.0,Entire home/apt,Entire serviced apartment,5.0,5.0,5.0,5.0,1,0.64,40.460503,-3.694755,Madrid,96,1
4,2,3,2.0,Entire home/apt,Entire serviced apartment,0.0,0.0,0.0,0.0,0,0.0,40.460503,-3.694755,Madrid,104,0
3,2,2,1.0,Entire home/apt,Entire serviced apartment,5.0,5.0,4.5,4.0,2,0.11,40.460503,-3.694755,Madrid,140,1
2,1,1,1.0,Entire home/apt,Entire rental unit,5.0,5.0,4.5,4.5,2,0.05,40.46053,-3.694758,Madrid,102,1
4,2,3,2.0,Entire home/apt,Entire serviced apartment,0.0,0.0,0.0,0.0,0,0.0,40.460503,-3.694755,Madrid,140,0
4,2,3,2.0,Entire home/apt,Entire serviced apartment,5.0,5.0,5.0,5.0,1,0.03,40.46111,-3.69548,Madrid,116,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.39,4.61,4.87,4.26,150,3.42,40.42145,-3.70099,Madrid,61,1
6,3,3,3.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.02,40.43487847116566,-3.6934406616419335,Madrid,185,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.96,4.96,4.71,4.83,24,0.63,40.46606,-3.7067,Madrid,78,1
4,2,2,1.5,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.42045,-3.69982,Madrid,300,0
4,2,2,1.0,Entire home/apt,Entire rental unit,4.56,4.77,4.81,4.49,109,2.45,40.40626,-3.69964,Madrid,185,1
2,1,1,1.0,Private room,Private room in rental unit,4.52,4.44,4.85,4.59,27,0.62,40.41075,-3.70407,Madrid,143,1
4,1,2,1.5,Entire home/apt,Entire loft,4.8,4.88,4.59,4.68,252,5.74,40.4521,-3.70402,Madrid,79,1
1,1,1,1.0,Shared room,Shared room in hostel,5.0,4.86,4.86,4.57,7,0.16,40.41165,-3.70553,Madrid,46,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.69,4.69,4.78,4.53,32,0.77,40.40538852275412,-3.697573955955699,Madrid,79,1
3,3,4,1.0,Entire home/apt,Entire rental unit,4.0,3.0,5.0,4.0,1,0.04,40.39147,-3.71907,Madrid,190,1
4,3,3,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.05,40.39153,-3.71581,Madrid,196,1
4,3,4,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.39167,-3.71806,Madrid,230,0
5,2,4,2.0,Entire home/apt,Entire rental unit,4.59,4.58,4.66,4.5,80,1.88,40.414452,-3.725818,Madrid,250,1
5,3,3,3.0,Entire home/apt,Entire rental unit,4.33,4.0,5.0,4.67,3,0.07,40.42091,-3.67831,Madrid,233,1
7,4,4,3.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43347,-3.69065,Madrid,202,0
5,3,3,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43768290100847,-3.677787629921868,Madrid,232,0
2,1,1,1.0,Private room,Private room in casa particular,4.53,4.33,4.73,4.6,15,0.61,40.42802,-3.70665,Madrid,37,1
4,0,2,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43407,-3.69335,Madrid,404,0
1,1,1,1.0,Private room,Private room in casa particular,4.97,4.95,4.74,4.94,78,1.8,40.45389,-3.70656,Madrid,39,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.69,4.82,4.8,4.68,218,5.03,40.40911,-3.70895,Madrid,75,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.22,4.39,4.91,4.0,23,0.55,40.41066,-3.69692,Madrid,40,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.45,4.47,4.72,4.46,137,3.11,40.40571,-3.70165,Madrid,125,1
1,1,1,5.0,Private room,Private room,4.51,4.84,4.82,4.45,161,3.65,40.40353,-3.692084,Madrid,66,1
2,1,4,0.5,Entire home/apt,Entire loft,4.74,4.73,4.43,4.68,92,5.28,40.4942940280003,-3.694541769816586,Madrid,63,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.46,4.46,4.09,4.45,65,1.52,40.39558,-3.73197,Madrid,54,1
4,2,2,0.0,Entire home/apt,Entire rental unit,4.8,4.84,4.88,4.69,149,3.38,40.41606,-3.67477,Madrid,187,1
5,2,3,1.5,Entire home/apt,Entire serviced apartment,0.0,0.0,0.0,0.0,0,0.0,40.41445,-3.70255,Madrid,173,0
6,3,3,2.0,Entire home/apt,Entire rental unit,4.6,4.5,4.72,4.52,58,1.38,40.40096,-3.69147,Madrid,196,1
6,2,3,1.0,Entire home/apt,Entire serviced apartment,5.0,5.0,5.0,4.0,1,0.02,40.41623,-3.70222,Madrid,192,1
2,1,1,1.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.40901,-3.70767,Madrid,34,0
1,1,1,1.0,Private room,Private room in home,4.71,4.71,4.87,4.63,38,1.0,40.40041896923096,-3.695281405665809,Madrid,23,1
2,0,1,1.0,Entire home/apt,Entire guesthouse,5.0,5.0,5.0,5.0,5,0.12,40.453247,-3.699054,Madrid,86,1
2,1,1,1.5,Entire home/apt,Entire home,4.95,4.96,4.79,4.83,205,4.67,40.47519,-3.65143,Madrid,91,1
2,1,2,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4604594959229,-3.697913803536311,Madrid,105,0
2,1,1,1.0,Private room,Private room in condo,4.61,4.56,5.0,4.28,18,0.44,40.42255,-3.70671,Madrid,53,1
2,1,1,1.0,Private room,Private room in rental unit,4.63,4.38,5.0,4.44,16,0.4,40.42306,-3.70719,Madrid,52,1
2,1,1,1.0,Private room,Private room in rental unit,4.75,4.75,5.0,4.69,16,0.4,40.42251,-3.70612,Madrid,56,1
1,1,1,1.0,Private room,Private room in rental unit,4.73,4.64,5.0,4.18,11,0.29,40.42282,-3.70704,Madrid,48,1
2,1,1,1.0,Private room,Private room in rental unit,4.54,4.31,4.92,4.46,13,0.32,40.42311,-3.70562,Madrid,60,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.67,4.72,4.7,4.46,69,1.66,40.40205,-3.69327,Madrid,108,1
2,1,1,1.0,Private room,Private room in rental unit,4.58,4.33,4.67,4.33,12,0.3,40.42299,-3.70705,Madrid,52,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.62,4.48,4.72,4.38,65,1.55,40.40012,-3.6929,Madrid,149,1
2,1,0,1.0,Entire home/apt,Entire rental unit,4.66,4.83,4.7,4.47,87,2.27,40.40236,-3.6919,Madrid,98,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.61,4.68,4.7,4.42,103,2.54,40.40167,-3.6917,Madrid,138,1
1,1,1,1.0,Private room,Private room in rental unit,4.58,4.16,4.84,4.37,19,0.43,40.4347,-3.66112,Madrid,63,1
6,3,3,2.0,Entire home/apt,Entire rental unit,4.47,4.36,4.53,4.19,36,0.92,40.4004,-3.69213,Madrid,132,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.51,4.6,4.63,4.45,63,1.61,40.40055,-3.69326,Madrid,106,1
1,1,1,1.0,Shared room,Shared room in hostel,4.76,4.86,4.81,4.86,21,0.54,40.40963,-3.70552,Madrid,44,1
3,1,2,1.0,Entire home/apt,Entire loft,4.78,4.85,4.97,4.74,185,4.24,40.42038,-3.707,Madrid,105,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.56,4.63,4.7,4.48,115,2.64,40.41038,-3.70534,Madrid,113,1
2,1,2,1.0,Entire home/apt,Entire condo,4.8,4.6,4.8,4.8,5,0.13,40.46342,-3.69295,Madrid,78,1
4,1,2,2.0,Private room,Private room in rental unit,4.44,4.4,4.68,4.24,25,0.57,40.39535,-3.69653,Madrid,72,1
1,1,1,1.0,Private room,Private room in vacation home,4.57,4.25,4.76,4.59,92,2.26,40.46901,-3.71797,Madrid,36,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.65,4.74,3.87,4.42,31,0.71,40.40946,-3.70251,Madrid,61,1
4,1,3,1.0,Entire home/apt,Entire condo,4.8,4.87,4.91,4.68,202,4.89,40.40939331054688,-3.707042932510376,Madrid,210,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.73,4.8,4.92,4.61,438,9.97,40.42281,-3.70085,Madrid,116,1
2,1,2,1.0,Entire home/apt,Entire rental unit,4.89,4.96,4.97,4.8,183,4.21,40.41223,-3.7056,Madrid,98,1
4,1,3,1.0,Entire home/apt,Entire loft,4.81,4.8,4.96,4.8,450,10.31,40.41959,-3.70884,Madrid,124,1
5,3,3,3.0,Entire home/apt,Entire rental unit,3.0,5.0,5.0,3.0,1,0.03,40.43722,-3.68997,Madrid,160,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.83,5.0,5.0,4.33,6,0.15,40.4153847,-3.700640699999999,Madrid,297,1
2,1,2,1.0,Entire home/apt,Entire rental unit,4.53,4.44,4.93,4.38,45,1.04,40.42367,-3.70073,Madrid,121,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.5,4.56,4.33,4.17,36,0.83,40.3798,-3.6928,Madrid,90,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.64,4.6,4.34,4.38,47,1.1,40.38138,-3.69445,Madrid,115,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.6,4.47,4.27,4.17,30,0.72,40.38026,-3.69231,Madrid,90,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.79,4.81,4.88,4.62,321,7.33,40.43529,-3.7119,Madrid,87,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.44,4.56,4.63,4.31,16,0.77,40.37967,-3.69431,Madrid,88,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.55,4.7,4.45,4.5,20,0.49,40.38171,-3.69303,Madrid,80,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.55,4.79,4.24,4.27,33,0.79,40.38155,-3.69379,Madrid,90,1
3,1,2,1.0,Entire home/apt,Entire condo,4.67,4.69,4.92,4.64,211,4.93,40.41071,-3.6985,Madrid,93,1
2,1,1,1.0,Entire home/apt,Entire loft,4.64,4.6,4.52,4.6,25,0.58,40.3818,-3.69385,Madrid,83,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.67,4.92,4.5,4.67,12,1.02,40.37967,-3.69262,Madrid,91,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.47,4.47,4.2,4.27,15,0.41,40.38036,-3.69429,Madrid,95,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.4,4.52,4.29,4.21,42,0.98,40.38094,-3.69459,Madrid,97,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.62,4.85,4.69,4.62,26,0.63,40.3799,-3.69296,Madrid,95,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.63,4.58,4.25,4.17,24,0.56,40.37993,-3.69428,Madrid,88,1
2,1,1,1.0,Entire home/apt,Entire loft,4.69,4.62,4.54,4.73,26,0.6,40.38149,-3.69418,Madrid,95,1
2,1,1,1.0,Entire home/apt,Entire loft,4.89,4.78,4.78,4.78,9,0.23,40.3811,-3.69459,Madrid,83,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.7,4.8,4.65,4.65,20,0.49,40.38163,-3.69282,Madrid,91,1
4,2,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41405,-3.72975,Madrid,229,0
3,1,1,1.0,Entire home/apt,Entire rental unit,4.08,4.24,4.56,4.0,25,0.58,40.433,-3.71531,Madrid,100,1
3,1,3,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.42002,-3.70341,Madrid,237,0
2,1,1,1.0,Entire home/apt,Entire rental unit,3.89,4.0,5.0,4.0,9,0.21,40.41815,-3.70317,Madrid,218,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.59,4.73,4.86,4.41,22,0.53,40.423641204833984,-3.700342893600464,Madrid,229,1
3,0,2,1.0,Entire home/apt,Entire rental unit,4.55,4.55,4.92,4.42,53,1.23,40.42559,-3.69686,Madrid,94,1
3,1,2,1.0,Entire home/apt,Entire vacation home,4.87,4.9,4.92,4.76,112,2.65,40.41421,-3.70231,Madrid,163,1
3,1,2,1.5,Private room,Private room in condo,4.75,4.81,4.86,4.65,93,2.32,40.40619,-3.68246,Madrid,132,1
6,2,3,1.5,Entire home/apt,Entire rental unit,4.96,4.97,4.95,4.92,475,10.93,40.41565,-3.70655,Madrid,187,1
4,0,2,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.03,40.40935,-3.70685,Madrid,129,1
4,2,2,2.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.02,40.4339874,-3.6907739,Madrid,218,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.82,4.87,4.88,4.75,136,3.12,40.41789,-3.7027,Madrid,154,1
5,3,3,3.0,Entire home/apt,Entire rental unit,5.0,5.0,4.67,5.0,3,0.07,40.44198,-3.69646,Madrid,132,1
1,1,1,1.5,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.40909,-3.69884,Madrid,30,0
5,3,3,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.42736,-3.67396,Madrid,184,0
5,2,3,1.0,Entire home/apt,Entire rental unit,4.25,4.33,4.86,4.18,57,1.36,40.42704,-3.68049,Madrid,136,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.68,4.75,4.98,4.57,44,1.01,40.42455,-3.69615,Madrid,93,1
8,3,6,2.0,Entire home/apt,Entire serviced apartment,4.81,4.85,4.97,4.76,295,6.84,40.42098,-3.70737,Madrid,236,1
5,3,3,2.0,Entire home/apt,Entire rental unit,4.92,4.91,4.96,4.84,160,3.68,40.42249,-3.70912,Madrid,266,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.46,4.35,4.63,4.35,52,1.21,40.47896,-3.64661,Madrid,56,1
6,3,3,2.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,4.0,1,0.04,40.42392856074044,-3.684513825811421,Madrid,238,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.92,4.94,4.46,4.79,179,4.15,40.39985,-3.66415,Madrid,60,1
1,1,1,1.0,Private room,Private room in rental unit,5.0,4.91,4.82,4.82,34,0.93,40.43012,-3.66893,Madrid,54,1
2,1,2,1.0,Private room,Private room in rental unit,4.86,4.88,4.67,4.84,419,9.65,40.46984,-3.70078,Madrid,32,1
5,2,3,2.5,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.420902,-3.706567,Madrid,305,0
4,2,2,2.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,2,0.05,40.414698,-3.6966174,Madrid,277,1
4,0,2,1.0,Entire home/apt,Entire rental unit,4.76,4.73,4.93,4.6,102,2.35,40.42029,-3.70789,Madrid,116,1
2,1,1,1.0,Private room,Private room in rental unit,4.74,4.59,4.59,4.56,27,4.13,40.45519256591797,-3.7114570140838623,Madrid,65,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.76,4.86,4.96,4.78,401,9.29,40.4151,-3.71072,Madrid,65,1
3,2,2,1.0,Entire home/apt,Entire rental unit,4.5,4.74,4.81,4.37,54,1.27,40.40554,-3.69668,Madrid,80,1
12,4,10,2.0,Entire home/apt,Entire rental unit,4.88,4.87,4.91,4.75,109,2.54,40.43323,-3.71411,Madrid,328,1
16,5,13,3.0,Entire home/apt,Entire rental unit,4.74,4.68,4.92,4.69,140,3.24,40.41256,-3.70273,Madrid,379,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.67,4.69,4.92,4.66,72,1.67,40.41249,-3.70264,Madrid,116,1
2,1,1,1.0,Entire home/apt,Entire vacation home,4.94,4.93,4.97,4.75,159,3.66,40.42416,-3.70246,Madrid,90,1
3,2,4,2.0,Entire home/apt,Entire rental unit,4.78,4.65,4.82,4.71,49,1.13,40.42164,-3.66668,Madrid,100,1
1,1,1,1.0,Private room,Private room in rental unit,5.0,4.86,4.86,5.0,7,0.16,40.39547,-3.69701,Madrid,60,1
5,3,4,1.0,Entire home/apt,Entire rental unit,4.83,4.88,4.67,4.63,48,1.11,40.39753,-3.64183,Madrid,132,1
2,1,1,1.0,Entire home/apt,Entire condo,4.28,4.04,4.76,4.44,25,0.59,40.41316,-3.67603,Madrid,46,1
5,2,4,1.0,Entire home/apt,Entire rental unit,4.71,4.84,4.26,4.71,31,0.76,40.39532470703125,-3.6688270568847656,Madrid,166,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.46,4.41,4.85,4.36,61,1.4,40.41122,-3.71124,Madrid,116,1
1,1,1,1.0,Private room,Private room in rental unit,5.0,5.0,4.75,4.75,4,0.09,40.39686,-3.69688,Madrid,60,1
