accommodates,bedrooms,beds,bathrooms,room_type,property_type,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,number_of_reviews,reviews_per_month,latitude,longitude,location,price_clean,has_reviews
2,2,2,1.0,Entire home/apt,Entire guesthouse,4.98,4.95,4.98,4.9,186,2.14,39.766414642333984,-105.0020980834961,Denver,139,1
3,1,1,1.5,Entire home/apt,Entire loft,4.85,4.81,4.65,4.71,87,0.44,39.76672,-104.97906,Denver,213,1
2,1,1,1.0,Private room,Private room in home,4.89,4.61,4.84,4.88,201,0.99,39.75481,-104.91106,Denver,46,1
1,1,2,1.0,Private room,Private room in home,4.77,4.8,4.87,4.82,252,1.21,39.74695,-104.97838,Denver,40,1
2,0,1,1.0,Entire home/apt,Entire guesthouse,4.97,4.98,4.89,4.9,244,2.31,39.72020510811656,-104.99749898910522,Denver,87,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.9,4.98,4.89,4.87,191,1.04,39.76179,-105.02845,Denver,77,1
2,1,1,1.0,Entire home/apt,Entire cottage,4.93,4.94,4.86,4.86,771,4.18,39.76605337851223,-105.00307815462764,Denver,140,1
2,1,1,1.0,Private room,Private room in home,4.93,4.95,4.93,4.93,303,1.81,39.7495,-104.93362,Denver,90,1
2,1,1,1.0,Entire home/apt,Entire condo,4.77,4.77,4.92,4.69,14,0.08,39.74439,-104.98927,Denver,102,1
1,1,1,1.0,Private room,Private room in rental unit,4.7,4.73,4.77,4.73,133,0.77,39.7435,-104.93753,Denver,36,1
6,3,4,2.5,Entire home/apt,Entire townhouse,4.8,4.64,4.88,4.72,145,0.88,39.69845,-104.98073,Denver,165,1
4,1,1,1.0,Private room,Private room in townhouse,4.99,4.94,4.93,4.94,210,1.69,39.7172,-104.99767,Denver,68,1
2,1,1,1.5,Private room,Private room in home,4.88,4.81,4.88,4.86,447,2.77,39.74348,-104.97089,Denver,59,1
4,2,3,2.0,Entire home/apt,Entire home,4.88,4.77,4.79,4.78,102,0.63,39.76574,-104.95379,Denver,102,1
4,2,2,1.0,Entire home/apt,Entire loft,4.59,4.42,4.53,4.28,37,0.27,39.76561,-104.97945,Denver,191,1
4,2,2,2.0,Entire home/apt,Entire townhouse,4.88,4.9,4.95,4.88,154,1.04,39.76468,-105.00883,Denver,129,1
6,3,3,2.5,Entire home/apt,Entire home,4.97,5.0,4.96,4.9,249,1.57,39.75706,-104.88374,Denver,197,1
2,2,2,1.0,Entire home/apt,Entire bungalow,4.99,4.98,4.98,4.97,172,3.08,39.69381,-104.98364,Denver,157,1
8,3,6,2.5,Entire home/apt,Entire home,4.96,4.9,4.9,4.87,211,1.34,39.759,-104.98106,Denver,376,1
2,1,1,1.5,Private room,Private room in townhouse,4.97,5.0,4.93,4.93,90,0.71,39.72535,-104.89616,Denver,65,1
4,2,2,1.0,Entire home/apt,Entire guest suite,4.9,4.93,4.83,4.89,442,2.87,39.74027,-104.91516,Denver,75,1
4,2,2,1.0,Private room,Private room in home,4.86,4.95,5.0,4.77,22,0.14,39.75132,-104.93423,Denver,180,1
1,1,1,1.0,Entire home/apt,Entire rental unit,4.83,4.93,4.95,4.76,42,0.27,39.74245,-104.9681,Denver,52,1
6,3,3,3.0,Entire home/apt,Entire home,4.9,4.97,4.96,4.86,112,0.72,39.68403,-104.98296,Denver,176,1
3,1,2,1.0,Entire home/apt,Entire home,4.91,4.93,4.92,4.91,334,2.23,39.73572,-104.97795,Denver,86,1
2,1,0,1.0,Entire home/apt,Entire loft,4.85,4.78,4.93,4.76,73,0.48,39.75838,-105.01479,Denver,115,1
3,2,3,1.0,Entire home/apt,Entire bungalow,5.0,5.0,5.0,4.67,3,0.03,39.7325,-104.94919,Denver,115,1
3,1,1,2.0,Entire home/apt,Entire condo,4.77,4.85,4.92,4.67,13,0.09,39.74646,-104.99688,Denver,98,1
4,2,3,1.0,Entire home/apt,Entire guest suite,4.9,4.73,4.95,4.93,41,0.28,39.78027,-105.03808,Denver,128,1
3,1,3,1.0,Entire home/apt,Entire guest suite,4.73,4.51,4.92,4.81,53,0.35,39.77983,-105.03936,Denver,93,1
3,1,3,1.0,Entire home/apt,Entire home,4.92,4.94,4.96,4.89,48,0.33,39.71466,-104.99192,Denver,125,1
2,0,2,1.0,Entire home/apt,Entire condo,4.42,4.2,4.76,4.44,26,0.17,39.73442,-104.98344,Denver,78,1
2,1,1,1.0,Entire home/apt,Entire condo,4.75,5.0,5.0,5.0,4,0.03,39.74634,-104.99678,Denver,56,1
2,1,1,1.0,Private room,Private room in home,4.7,4.62,4.86,4.76,160,1.09,39.73704,-104.96965,Denver,53,1
2,2,2,1.0,Private room,Private room in home,4.7,4.52,4.84,4.73,190,1.27,39.73165,-104.97057,Denver,46,1
2,0,1,1.0,Entire home/apt,Entire condo,4.77,5.0,4.86,4.92,14,0.09,39.74634,-104.99678,Denver,58,1
2,0,1,1.0,Entire home/apt,Entire condo,4.73,4.18,4.91,4.64,11,0.07,39.74634,-104.99678,Denver,50,1
4,2,2,2.0,Entire home/apt,Entire condo,4.86,4.57,5.0,4.71,7,0.05,39.74634,-104.99678,Denver,99,1
2,0,1,1.0,Entire home/apt,Entire condo,4.29,4.29,4.86,3.86,7,0.05,39.74634,-104.99678,Denver,58,1
2,0,1,1.0,Entire home/apt,Entire condo,4.91,4.73,5.0,5.0,11,0.08,39.74634,-104.99678,Denver,58,1
2,0,1,1.0,Entire home/apt,Entire condo,4.92,4.75,4.83,4.83,12,0.08,39.74634,-104.99678,Denver,59,1
4,2,2,2.0,Entire home/apt,Entire condo,4.71,4.86,5.0,4.86,7,0.05,39.74634,-104.99678,Denver,69,1
4,2,2,2.0,Entire home/apt,Entire condo,5.0,5.0,5.0,4.5,2,0.02,39.74634,-104.99678,Denver,98,1
2,1,1,1.0,Entire home/apt,Entire condo,5.0,5.0,4.83,4.5,6,0.05,39.74634,-104.99678,Denver,66,1
2,1,1,1.0,Entire home/apt,Entire condo,4.71,5.0,4.71,4.71,7,0.05,39.74634,-104.99678,Denver,56,1
2,1,1,1.0,Entire home/apt,Entire condo,4.5,4.5,4.5,4.25,8,0.07,39.74634,-104.99678,Denver,66,1
2,1,0,1.0,Entire home/apt,Entire condo,4.5,4.75,4.83,4.5,12,0.08,39.74634,-104.99678,Denver,68,1
2,1,1,1.0,Entire home/apt,Entire condo,4.63,5.0,5.0,4.88,8,0.05,39.74634,-104.99678,Denver,69,1
10,5,5,2.0,Entire home/apt,Entire home,4.97,4.94,4.72,4.95,187,1.28,39.73995,-105.04053,Denver,294,1
3,1,1,1.0,Private room,Private room in home,4.85,4.93,4.92,4.92,40,0.32,39.74446,-104.91113,Denver,60,1
4,1,3,1.0,Private room,Private room in home,4.93,4.97,4.88,4.92,1711,11.74,39.73799,-104.97219,Denver,83,1
2,0,1,1.0,Entire home/apt,Entire loft,4.94,4.82,4.86,4.78,83,0.58,39.75901,-105.01541,Denver,115,1
2,1,1,1.0,Private room,Private room in home,4.7,4.58,4.83,4.7,172,1.18,39.7388,-104.96965,Denver,45,1
2,1,1,1.5,Entire home/apt,Entire loft,4.93,4.89,4.93,4.84,417,3.13,39.74569,-104.99202,Denver,134,1
4,1,2,1.0,Entire home/apt,Entire rental unit,5.0,4.95,5.0,5.0,85,4.51,39.76794,-105.04618,Denver,97,1
1,1,1,1.0,Private room,Private room in bungalow,4.74,4.72,4.54,4.77,296,2.06,39.76476,-104.95804,Denver,124,1
1,1,1,1.0,Entire home/apt,Entire rental unit,4.77,4.84,4.82,4.59,56,0.45,39.74245,-104.9681,Denver,60,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.96,4.96,4.87,4.94,166,1.17,39.72112,-104.91342,Denver,150,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.92,4.94,4.84,4.88,167,1.38,39.7212,-104.91337,Denver,60,1
5,3,3,3.0,Entire home/apt,Entire home,4.72,4.72,5.0,4.77,107,0.76,39.72367,-104.96557,Denver,206,1
2,1,2,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,39.75393,-104.99668,Denver,250,0
6,3,4,1.0,Entire home/apt,Entire home,4.74,4.64,4.5,4.57,106,0.84,39.76768,-104.9551,Denver,166,1
1,1,1,1.0,Entire home/apt,Entire rental unit,4.8,4.88,4.93,4.65,40,0.28,39.74245,-104.9681,Denver,66,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.9,4.88,4.98,4.9,249,1.77,39.76567,-105.0348,Denver,61,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.67,4.54,4.93,4.61,54,0.38,39.7796,-105.03859,Denver,65,1
2,1,1,1.5,Entire home/apt,Entire home,5.0,4.83,5.0,4.92,12,0.11,39.69062,-104.9548,Denver,216,1
4,2,2,1.0,Entire home/apt,Entire guest suite,4.95,4.92,4.95,4.9,670,4.82,39.74241,-104.95097,Denver,141,1
4,3,4,1.0,Entire home/apt,Entire home,4.86,4.89,4.81,4.83,36,0.4,39.7038,-105.0116,Denver,189,1
6,3,3,2.5,Entire home/apt,Entire home,4.82,4.72,4.87,4.79,233,1.67,39.75778,-104.85861,Denver,249,1
2,1,1,1.0,Private room,Private room in home,4.96,4.99,4.87,4.93,146,1.05,39.74687,-104.97561,Denver,87,1
2,1,1,1.0,Entire home/apt,Entire condo,4.67,4.6,4.6,4.67,15,0.11,39.70705,-104.8916,Denver,80,1
3,2,3,1.0,Entire home/apt,Entire townhouse,4.94,4.94,4.79,4.72,103,0.99,39.72287,-104.995,Denver,74,1
6,3,4,2.0,Entire home/apt,Entire home,4.81,4.83,4.93,4.86,43,0.32,39.75936,-105.04792,Denver,198,1
12,2,3,2.0,Entire home/apt,Entire home,4.89,4.76,4.57,4.68,255,1.86,39.77101,-104.96639,Denver,392,1
2,1,1,1.0,Entire home/apt,Entire guesthouse,4.89,4.83,4.8,4.89,35,0.26,39.74972,-104.97222,Denver,99,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.94,4.96,4.97,4.88,255,1.87,39.76178,-105.03885,Denver,120,1
2,1,1,1.0,Entire home/apt,Entire loft,4.73,4.81,4.65,4.72,480,3.51,39.75469,-104.98785,Denver,100,1
6,3,3,2.0,Entire home/apt,Entire home,4.81,4.78,4.68,4.69,193,1.43,39.732,-105.00018,Denver,128,1
2,1,1,1.0,Private room,Private room in home,4.95,4.95,4.98,4.87,275,2.02,39.73308,-104.97996,Denver,115,1
2,1,1,1.0,Entire home/apt,Entire condo,4.92,4.92,4.85,4.69,13,0.1,39.74367,-104.97908,Denver,103,1
2,1,2,1.0,Entire home/apt,Entire home,4.97,4.97,4.77,4.95,102,3.24,39.75229,-104.97978,Denver,106,1
4,2,2,1.0,Entire home/apt,Entire loft,4.96,4.79,4.83,4.83,24,0.18,39.760994,-104.996796,Denver,123,1
4,2,2,2.5,Entire home/apt,Entire condo,5.0,4.83,5.0,4.83,12,0.14,39.74458,-104.99588,Denver,205,1
3,2,2,1.0,Entire home/apt,Entire guesthouse,4.93,4.97,4.93,4.88,240,1.83,39.77658,-105.04629,Denver,150,1
3,0,2,1.0,Entire home/apt,Entire guesthouse,4.85,4.83,4.91,4.8,680,5.11,39.7524,-104.92175,Denver,110,1
4,1,1,1.0,Entire home/apt,Entire home,4.92,4.89,4.97,4.89,36,0.27,39.76387,-105.03138,Denver,101,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.92,4.91,4.9,4.88,657,4.94,39.73884825718342,-104.949571507518,Denver,127,1
2,1,1,1.0,Entire home/apt,Entire condo,4.89,4.95,4.74,4.84,38,0.3,39.73116,-104.93282,Denver,68,1
4,2,2,2.5,Entire home/apt,Entire home,4.75,4.5,5.0,4.75,12,0.09,39.72322,-104.95696,Denver,272,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.84,4.87,4.93,4.83,566,4.29,39.7177734375,-104.9898910522461,Denver,110,1
2,1,1,1.0,Entire home/apt,Entire loft,5.0,5.0,5.0,5.0,1,0.02,39.75695,-105.00419,Denver,350,1
4,2,2,1.0,Entire home/apt,Entire home,4.94,4.94,4.93,4.83,182,1.39,39.72216,-104.90396,Denver,241,1
1,1,1,1.0,Entire home/apt,Entire condo,4.78,4.86,4.86,4.84,37,0.3,39.73483,-104.9757,Denver,62,1
4,2,2,2.5,Private room,Private room in townhouse,4.97,4.96,4.98,4.94,124,1.8,39.70648,-104.9293,Denver,140,1
2,1,2,1.5,Entire home/apt,Entire condo,4.86,4.88,4.8,4.71,108,0.83,39.75415,-104.98173,Denver,108,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.92,4.94,4.95,4.92,562,4.37,39.76902,-105.04846,Denver,95,1
1,0,1,1.0,Entire home/apt,Entire rental unit,4.8,4.94,4.86,4.64,50,0.39,39.74245,-104.9681,Denver,71,1
7,3,4,3.5,Entire home/apt,Entire home,5.0,4.95,4.99,4.93,83,1.75,39.70212,-104.97209,Denver,360,1
3,2,3,1.0,Entire home/apt,Entire home,4.78,4.79,4.7,4.59,73,0.56,39.72644,-104.9963,Denver,100,1
2,0,1,1.0,Entire home/apt,Entire loft,4.86,4.85,4.86,4.83,686,5.82,39.7574,-104.98677,Denver,84,1
2,1,1,1.0,Entire home/apt,Entire home,4.87,4.83,4.99,4.77,149,1.37,39.76312,-104.979,Denver,163,1
8,3,4,4.0,Entire home/apt,Entire townhouse,0.0,0.0,0.0,0.0,0,0.0,39.73524008064244,-105.03669702382469,Denver,242,0
3,1,2,1.0,Entire home/apt,Entire guest suite,4.88,4.89,4.92,4.75,432,3.54,39.74205,-104.96191,Denver,129,1
2,1,1,1.0,Private room,Private room in home,4.99,4.98,4.97,4.93,331,2.58,39.73377,-104.9807,Denver,104,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.83,4.92,4.91,4.84,153,1.19,39.75351,-105.0037,Denver,101,1
4,2,5,2.0,Entire home/apt,Entire condo,4.71,4.29,4.93,4.64,14,0.11,39.73579,-104.98047,Denver,100,1
1,1,1,1.0,Private room,Private room in home,4.83,4.82,4.89,4.83,82,0.64,39.73688,-104.94289,Denver,38,1
2,1,1,1.0,Entire home/apt,Entire condo,4.56,4.78,4.67,4.44,9,0.49,39.69713,-104.92667,Denver,81,1
1,1,1,1.0,Private room,Private room in home,4.76,4.45,4.76,4.75,38,0.34,39.64721,-104.8867,Denver,134,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.66,4.68,4.61,4.7,258,2.04,39.73839,-104.91961,Denver,119,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.26,4.15,4.61,4.48,35,0.28,39.78164,-105.038,Denver,79,1
2,1,1,1.0,Entire home/apt,Entire condo,5.0,4.8,4.95,4.83,20,0.16,39.74815,-104.99489,Denver,60,1
2,0,1,1.0,Entire home/apt,Entire guesthouse,4.83,4.76,4.85,4.83,165,1.48,39.72979,-104.99557,Denver,68,1
2,1,1,1.0,Entire home/apt,Entire condo,5.0,4.75,4.75,5.0,4,0.03,39.74634,-104.99678,Denver,78,1
2,1,0,1.0,Entire home/apt,Entire condo,5.0,4.6,5.0,5.0,5,0.04,39.74634,-104.99678,Denver,68,1
2,0,1,1.0,Entire home/apt,Entire condo,4.63,4.75,4.88,5.0,8,0.07,39.74634,-104.99678,Denver,59,1
2,1,1,1.0,Entire home/apt,Entire condo,0.0,0.0,0.0,0.0,0,0.0,39.74634,-104.99678,Denver,79,0
4,2,2,2.0,Entire home/apt,Entire condo,5.0,5.0,5.0,5.0,4,0.04,39.74634,-104.99678,Denver,98,1
4,2,2,2.0,Entire home/apt,Entire condo,3.0,3.0,4.5,3.0,2,0.02,39.74651,-104.99634,Denver,99,1
5,3,3,3.0,Entire home/apt,Entire townhouse,4.95,4.93,4.88,4.9,81,0.64,39.75182,-105.02219,Denver,222,1
2,1,1,1.0,Private room,Private room in home,4.96,4.96,4.96,4.95,246,2.81,39.7483,-104.91471,Denver,77,1
4,2,2,2.0,Entire home/apt,Entire condo,4.88,4.5,5.0,4.63,8,0.06,39.74634,-104.99678,Denver,76,1
2,1,1,1.0,Entire home/apt,Entire guesthouse,4.95,4.98,4.93,4.85,488,4.68,39.71396,-104.97608,Denver,122,1
15,7,9,3.5,Entire home/apt,Entire home,4.93,4.75,4.95,4.85,284,2.35,39.76336,-105.02808,Denver,427,1
2,1,1,1.0,Entire home/apt,Entire loft,4.86,4.84,4.96,4.87,69,0.54,39.71913,-104.982,Denver,139,1
8,5,4,3.0,Entire home/apt,Entire home,4.76,4.68,4.8,4.76,150,1.18,39.6992,-104.92515,Denver,159,1
2,1,1,1.0,Private room,Private room in home,4.97,4.95,4.72,4.99,93,0.92,39.76558,-104.96109,Denver,75,1
3,1,1,1.0,Entire home/apt,Entire guesthouse,5.0,4.98,4.93,4.95,1170,9.3,39.76154,-104.9741,Denver,144,1
2,1,1,1.5,Private room,Private room in townhouse,4.96,4.96,4.95,4.95,786,6.28,39.77037,-105.0135,Denver,62,1
8,3,5,2.0,Entire home/apt,Entire home,4.95,4.94,4.88,4.88,186,1.5,39.78471,-105.0361,Denver,200,1
2,1,1,1.0,Private room,Private room in townhouse,4.92,4.92,4.93,4.88,316,2.5,39.73637,-104.98327,Denver,83,1
6,2,3,1.0,Entire home/apt,Entire townhouse,4.89,4.79,4.92,4.8,179,1.42,39.73532,-104.9832,Denver,282,1
1,1,1,1.0,Private room,Private room in home,4.85,4.85,4.77,4.79,39,0.31,39.77063,-105.03731,Denver,42,1
6,2,2,2.5,Entire home/apt,Entire townhouse,4.97,4.99,4.78,4.85,265,2.12,39.75021,-104.97909,Denver,217,1
2,1,1,1.5,Private room,Private room in home,4.84,4.79,4.84,4.84,92,0.84,39.76213,-104.9638,Denver,58,1
4,2,2,1.0,Entire home/apt,Entire townhouse,4.88,4.84,4.94,4.77,279,2.23,39.71819,-104.99031,Denver,161,1
4,2,2,2.0,Entire home/apt,Entire rental unit,4.73,4.61,4.73,4.72,83,0.66,39.75255,-104.98133,Denver,239,1
5,2,2,1.0,Entire home/apt,Entire home,4.96,4.88,4.98,4.88,315,2.54,39.74392,-104.94826,Denver,230,1
8,4,6,2.5,Entire home/apt,Entire home,4.86,4.87,4.85,4.74,125,1.0,39.75684,-104.85525,Denver,204,1
1,1,2,1.0,Shared room,Shared room in home,4.59,4.42,4.64,4.75,257,2.06,39.76662,-105.05283,Denver,16,1
5,2,3,1.0,Entire home/apt,Entire guest suite,4.76,4.68,4.81,4.8,493,4.0,39.70989,-104.91529,Denver,83,1
2,1,1,1.0,Private room,Private room in home,4.93,4.97,4.94,4.88,228,1.84,39.76364,-105.04251,Denver,120,1
3,3,4,3.0,Entire home/apt,Entire home,5.0,5.0,5.0,5.0,1,0.01,39.70402,-104.9657,Denver,144,1
14,4,9,2.0,Entire home/apt,Entire condo,4.96,4.91,4.93,4.75,159,1.29,39.7542399,-104.9913709,Denver,1053,1
4,2,3,3.5,Entire home/apt,Entire home,0.0,0.0,0.0,0.0,0,0.0,39.7354774,-105.0368387,Denver,187,0
2,1,1,1.0,Entire home/apt,Entire rental unit,5.0,5.0,4.67,4.67,3,0.02,39.73125,-104.94141,Denver,71,1
4,2,3,1.0,Entire home/apt,Entire home,4.52,4.54,4.77,4.61,48,0.42,39.75475,-104.91763,Denver,129,1
4,2,2,2.5,Entire home/apt,Entire home,4.97,4.98,4.77,4.89,672,5.43,39.76267,-104.97346,Denver,229,1
2,1,1,1.0,Private room,Private room in home,4.95,4.98,4.84,4.93,320,2.71,39.76839,-104.96089,Denver,64,1
4,2,2,1.0,Entire home/apt,Entire condo,4.92,5.0,5.0,4.92,26,0.21,39.72579,-104.97988,Denver,98,1
2,1,1,1.0,Entire home/apt,Entire condo,4.71,4.84,4.48,4.76,320,2.61,39.73884,-104.9822,Denver,86,1
4,2,3,1.0,Entire home/apt,Entire rental unit,4.9,4.92,4.9,4.9,705,5.76,39.65685,-104.95886,Denver,90,1
8,3,3,2.0,Entire home/apt,Entire home,4.85,4.79,4.88,4.67,72,0.58,39.6687,-104.91498,Denver,128,1
3,2,2,1.0,Entire home/apt,Entire townhouse,4.98,4.98,4.89,4.82,57,1.18,39.72622,-104.99535,Denver,117,1
4,2,2,2.0,Entire home/apt,Entire home,5.0,5.0,5.0,4.8,5,0.04,39.75415,-105.04881,Denver,165,1
10,3,4,3.0,Entire home/apt,Entire townhouse,4.85,4.77,4.83,4.8,249,2.04,39.76765,-104.97513,Denver,303,1
5,2,2,1.0,Entire home/apt,Entire home,4.83,4.9,4.92,4.8,816,6.63,39.76082,-105.01858,Denver,98,1
2,1,1,1.0,Private room,Private room in home,4.7,4.62,4.89,4.6,277,2.26,39.679604,-104.966057,Denver,108,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.83,4.93,4.88,4.79,655,5.33,39.7523,-104.96948,Denver,91,1
2,1,1,1.0,Entire home/apt,Entire condo,4.88,4.94,4.88,4.88,17,0.14,39.73784,-104.9552,Denver,80,1
4,2,3,1.0,Entire home/apt,Entire rental unit,4.99,4.97,4.94,4.96,422,3.5,39.71579,-104.98551,Denver,111,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.77,4.83,4.91,4.7,65,0.53,39.728,-104.97438,Denver,90,1
6,3,3,3.0,Entire home/apt,Entire home,4.0,5.0,5.0,5.0,1,0.01,39.63496,-104.88586,Denver,350,1
4,2,2,1.0,Entire home/apt,Entire home,4.93,4.93,5.0,4.81,43,0.38,39.76234817504883,-105.03081512451172,Denver,295,1
10,3,7,2.0,Entire home/apt,Entire home,4.87,4.76,4.66,4.86,284,2.85,39.72909,-105.00038,Denver,270,1
11,5,7,3.5,Entire home/apt,Entire townhouse,4.92,4.97,4.99,4.89,511,4.95,39.76272,-105.00863,Denver,463,1
4,2,2,1.0,Entire home/apt,Entire guest suite,4.91,4.96,4.93,4.86,184,1.52,39.7077,-104.98016,Denver,140,1
2,1,1,1.5,Private room,Private room in townhouse,4.93,4.92,5.0,4.89,89,0.74,39.75025,-105.03872,Denver,585,1
2,1,1,1.0,Private room,Private room in home,4.83,4.5,4.83,4.78,18,0.15,39.73525,-104.94217,Denver,38,1
1,1,1,1.0,Private room,Private room in condo,4.96,4.95,5.0,4.93,245,2.02,39.74661,-104.99564,Denver,60,1
3,1,1,1.0,Entire home/apt,Entire guesthouse,4.96,4.92,4.91,4.92,324,2.78,39.751,-104.96985,Denver,128,1
2,1,2,1.0,Entire home/apt,Entire loft,4.69,4.69,4.63,4.72,293,2.42,39.76058,-104.96832,Denver,72,1
4,1,3,1.0,Entire home/apt,Entire rental unit,4.97,4.99,4.97,4.96,314,5.18,39.75183,-104.96774,Denver,119,1
2,1,1,2.0,Private room,Private room in bungalow,4.81,4.78,4.75,4.83,496,4.11,39.7637,-104.93342,Denver,55,1
12,5,7,4.5,Entire home/apt,Castle,4.89,4.81,4.89,4.75,347,2.87,39.72468,-104.98086,Denver,448,1
1,1,1,1.0,Entire home/apt,Entire rental unit,4.82,4.75,4.89,4.75,151,1.27,39.73377,-104.9834,Denver,116,1
6,3,3,1.0,Entire home/apt,Entire bungalow,4.77,4.55,5.0,4.77,22,0.19,39.75513,-105.02931,Denver,237,1
3,1,2,1.0,Entire home/apt,Entire guesthouse,5.0,4.99,4.97,4.97,492,4.11,39.76577,-105.01718,Denver,98,1
4,0,2,1.0,Entire home/apt,Entire guest suite,4.99,4.98,4.98,4.92,274,2.35,39.75373,-104.8956,Denver,128,1
1,1,1,1.0,Entire home/apt,Entire guest suite,5.0,4.98,4.95,4.95,41,0.34,39.64766,-105.05541,Denver,86,1
1,1,2,1.0,Shared room,Shared room in home,4.58,4.32,4.66,4.75,293,2.42,39.76631,-105.05273,Denver,14,1
6,3,4,2.0,Entire home/apt,Entire townhouse,4.77,4.81,4.81,4.75,97,1.12,39.74368,-104.97748,Denver,333,1
2,2,2,2.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,4.94,22,0.2,39.75097,-105.00339,Denver,128,1
6,3,3,3.0,Entire home/apt,Entire home,4.94,4.95,4.81,4.78,119,1.0,39.75939,-104.92581,Denver,195,1
6,2,0,1.0,Entire home/apt,Entire guest suite,4.86,4.92,4.81,4.88,156,1.3,39.75924,-104.92485,Denver,352,1
2,1,1,1.0,Hotel room,Room in hostel,4.65,4.62,4.74,4.5,150,1.27,39.75384,-104.99209,Denver,166,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.6,4.56,4.66,4.66,262,2.22,39.76085,-104.96986,Denver,85,1
1,1,2,1.0,Shared room,Shared room in home,4.56,4.37,4.63,4.65,334,2.78,39.76582,-105.05254,Denver,14,1
1,1,2,1.0,Shared room,Shared room in home,4.53,4.3,4.57,4.62,191,1.59,39.76581,-105.05252,Denver,16,1
3,0,2,1.0,Entire home/apt,Entire loft,4.93,4.93,4.97,4.88,231,1.95,39.76541,-105.01944,Denver,98,1
9,5,5,4.5,Entire home/apt,Entire home,4.96,4.87,4.93,4.87,55,0.72,39.67095,-104.94352,Denver,870,1
4,2,2,2.0,Entire home/apt,Entire townhouse,4.97,4.97,4.91,4.89,683,5.7,39.75527,-105.02229,Denver,181,1
8,5,5,4.0,Entire home/apt,Entire home,4.91,4.94,4.91,4.89,305,2.57,39.74484,-104.93313,Denver,341,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.85,4.9,4.76,4.82,372,3.24,39.72107,-105.04155,Denver,64,1
4,2,2,1.0,Entire home/apt,Entire condo,4.66,4.74,4.86,4.63,185,1.57,39.73903,-104.94674,Denver,132,1
4,2,2,1.0,Entire home/apt,Entire home,4.97,4.95,4.93,4.9,151,1.29,39.69243,-104.92642,Denver,136,1
2,1,1,1.0,Entire home/apt,Entire guest suite,4.83,4.9,4.93,4.83,972,8.31,39.73208,-104.94793,Denver,76,1
4,0,2,1.0,Entire home/apt,Entire guesthouse,4.89,4.88,4.85,4.86,521,4.43,39.75363,-104.9748,Denver,106,1
2,1,1,1.0,Entire home/apt,Entire townhouse,4.91,4.93,4.93,4.77,550,4.68,39.76798,-105.0111,Denver,131,1
4,2,2,1.0,Entire home/apt,Entire guesthouse,4.98,4.98,4.95,4.92,426,3.62,39.76484,-105.01875,Denver,137,1
4,2,2,2.0,Entire home/apt,Entire condo,4.78,4.78,4.95,4.78,41,1.06,39.7564,-105.00156,Denver,360,1
2,1,1,1.0,Private room,Private room in rental unit,4.93,4.72,4.92,4.9,43,0.36,39.72819,-104.97931,Denver,75,1
12,5,5,3.5,Entire home/apt,Entire home,4.68,4.08,4.92,4.8,25,0.22,39.65807,-104.91786,Denver,760,1
8,3,3,2.0,Entire home/apt,Entire home,4.69,4.53,4.82,4.57,314,2.72,39.73721,-104.97411,Denver,194,1
2,1,1,1.0,Entire home/apt,Entire bungalow,5.0,4.95,4.81,4.95,21,0.18,39.72103,-104.99506,Denver,85,1
2,1,1,1.0,Hotel room,Room in hostel,4.67,4.67,4.93,4.58,67,0.81,39.75207,-104.99127,Denver,158,1
8,1,10,2.0,Shared room,Shared room in hostel,4.86,4.82,4.94,4.86,107,0.94,39.75227,-104.99118,Denver,48,1
10,1,5,2.0,Shared room,Shared room in hostel,4.69,4.76,4.8,4.73,80,0.72,39.75374,-104.99271,Denver,48,1
4,2,2,1.0,Entire home/apt,Entire home,4.95,4.94,4.96,4.88,261,2.26,39.71456,-104.98899,Denver,130,1
6,2,2,2.0,Entire home/apt,Entire condo,4.86,4.77,4.8,4.85,342,3.02,39.76911,-104.96646,Denver,144,1
4,2,2,1.0,Entire home/apt,Entire townhouse,4.83,4.77,4.78,4.81,367,3.13,39.75716,-105.05302,Denver,91,1
2,1,1,1.0,Private room,Private room in home,4.8,4.82,4.67,4.59,49,0.42,39.72275204540605,-104.90707614646358,Denver,91,1
3,2,2,1.0,Entire home/apt,Entire home,4.86,4.79,4.36,4.64,14,0.13,39.720222,-105.026703,Denver,79,1
